Date,Department,Category,Region,Budget Amount,Actual Amount,Payment Method,Transaction ID,Variance,Variance %
2022-07-23,IT,Travel,Central,29685,40804,Bank Transfer,TXN107546,11119,37.456627926562234
2023-10-07,IT,Utilities,West,143373,17349,Cash,TXN107547,-126024,-87.89939528363081
2023-05-25,HR,Training,Central,129138,81454,Bank Transfer,TXN107548,-47684,-36.924840093543345
2022-04-11,Finance,Travel,West,24073,72135,Bank Transfer,TXN107549,48062,199.65106135504507
2023-04-19,Marketing,Training,North,13566,31699,Cash,TXN107550,18133,133.66504496535455
2023-01-24,Finance,Travel,East,32937,165068,Bank Transfer,TXN107551,132131,401.16282600115375
2023-04-18,HR,Marketing,East,91094,103734,Card,TXN107552,12640,13.875776670252707
2021-01-30,IT,Utilities,East,61628,16698,Card,TXN107553,-44930,-72.90517297332381
2021-12-25,HR,Travel,West,74075,34190,Card,TXN107554,-39885,-53.84407694903813
2021-03-27,Operations,Training,South,17120,132147,Card,TXN107555,115027,671.8866822429907
2023-01-17,HR,Travel,South,41636,53885,Bank Transfer,TXN107556,12249,29.41925256989144
2021-11-09,HR,Salaries,North,128698,8972,Cash,TXN107557,-119726,-93.02864069371708
2021-12-31,Operations,Travel,South,28773,118711,Bank Transfer,TXN107558,89938,312.57776387585585
2023-06-24,Finance,Marketing,North,139497,86457,Cash,TXN107559,-53040,-38.02232306071098
2022-11-29,Operations,Infrastructure,Central,114844,106515,Cash,TXN107560,-8329,-7.252446797394726
2021-05-11,Sales,Salaries,East,95993,157787,Bank Transfer,TXN107561,61794,64.37344389695082
2023-03-14,HR,Infrastructure,West,72508,40006,Bank Transfer,TXN107562,-32502,-44.82539857670878
2023-02-28,HR,Marketing,North,103526,63572,Card,TXN107563,-39954,-38.5932036396654
2021-12-17,Finance,Infrastructure,West,31213,99176,Cash,TXN107564,67963,217.73940345368916
2021-06-29,IT,Travel,West,116358,25830,Cash,TXN107565,-90528,-77.80126849894292
2023-02-13,Operations,Infrastructure,East,39712,125704,UPI,TXN107566,85992,216.53908138597905
2022-05-25,IT,Utilities,Central,67534,72030,Cash,TXN107567,4496,6.657387390055379
2021-12-31,Sales,Marketing,Central,65070,75369,Card,TXN107568,10299,15.827570308898109
2023-09-08,Operations,Utilities,South,30151,88332,Cash,TXN107569,58181,192.9654074491725
2021-12-19,Sales,Infrastructure,Central,93025,161205,UPI,TXN107570,68180,73.29212577264175
2023-03-11,Sales,Utilities,East,78391,10407,UPI,TXN107571,-67984,-86.72424130321083
2022-02-16,Sales,Salaries,West,94079,11305,Cash,TXN107572,-82774,-87.98350322601219
2023-01-05,Marketing,Infrastructure,North,56998,39653,Card,TXN107573,-17345,-30.430892312010947
2023-09-08,Operations,Training,North,30530,32449,UPI,TXN107574,1919,6.2856207009498855
2021-04-28,Operations,Utilities,Central,112095,157709,UPI,TXN107575,45614,40.69226994959633
2022-04-27,Marketing,Travel,South,52760,85725,UPI,TXN107576,32965,62.48104624715693
2021-07-11,Finance,Infrastructure,North,30515,99047,Bank Transfer,TXN107577,68532,224.58463050958545
2022-08-14,Marketing,Training,South,10622,25506,Card,TXN107578,14884,140.12427038222557
2022-08-13,HR,Salaries,North,139706,156965,Card,TXN107579,17259,12.353800123115684
2022-10-21,IT,Travel,South,17245,131590,Bank Transfer,TXN107580,114345,663.0617570310235
2021-04-17,IT,Infrastructure,South,97579,41761,Cash,TXN107581,-55818,-57.20288176759344
2022-01-17,Sales,Travel,West,90831,119971,UPI,TXN107582,29140,32.08155805837214
2023-02-22,Operations,Infrastructure,East,73532,132520,UPI,TXN107583,58988,80.22085622586084
2022-01-25,Operations,Infrastructure,North,113272,137967,Bank Transfer,TXN107584,24695,21.801504343527085
2021-09-01,Sales,Marketing,Central,48191,162185,Cash,TXN107585,113994,236.546243074433
2022-08-08,HR,Utilities,East,76951,84089,Card,TXN107586,7138,9.276032800093565
2023-05-19,IT,Infrastructure,West,115101,79064,Cash,TXN107587,-36037,-31.309024248268912
2022-04-13,Marketing,Salaries,West,112566,98887,Card,TXN107588,-13679,-12.151981948368068
2023-05-16,Finance,Training,West,109992,112403,UPI,TXN107589,2411,2.1919775983707908
2023-07-23,HR,Utilities,Central,14158,68086,Cash,TXN107590,53928,380.9012572397231
2022-08-27,Operations,Marketing,North,34122,55614,Card,TXN107591,21492,62.985756989625465
2023-10-12,Sales,Utilities,North,116698,92314,Cash,TXN107592,-24384,-20.89495963941113
2023-05-10,IT,Utilities,South,68882,109196,Cash,TXN107593,40314,58.52617519816498
2021-01-13,Sales,Infrastructure,South,124214,168665,Cash,TXN107594,44451,35.785821243982156
2021-10-26,Operations,Salaries,South,106533,44888,Bank Transfer,TXN107595,-61645,-57.86469920118649
2023-12-11,Sales,Infrastructure,Central,68899,18568,Card,TXN107596,-50331,-73.05040711766499
2023-02-26,Marketing,Salaries,East,28834,142091,Card,TXN107597,113257,392.78976208642575
2021-05-29,IT,Salaries,North,121756,86165,UPI,TXN107598,-35591,-29.231413646966065
2021-05-02,Sales,Travel,South,147562,10944,Card,TXN107599,-136618,-92.58345644542632
2022-06-22,IT,Infrastructure,Central,51746,96459,UPI,TXN107600,44713,86.40861129362656
2022-01-11,Sales,Marketing,Central,19167,33117,Bank Transfer,TXN107601,13950,72.78134293316639
2021-03-23,Sales,Training,South,29330,130357,UPI,TXN107602,101027,344.4493692465053
2022-05-07,IT,Utilities,West,85927,9153,UPI,TXN107603,-76774,-89.34793487495199
2021-12-22,Marketing,Travel,West,132404,85317,Bank Transfer,TXN107604,-47087,-35.56312498111839
2023-07-14,Sales,Marketing,West,46843,50706,Bank Transfer,TXN107605,3863,8.246696411416861
2023-12-04,Marketing,Training,South,130784,91092,Bank Transfer,TXN107606,-39692,-30.349278199168094
2023-10-02,HR,Training,Central,133216,66643,Cash,TXN107607,-66573,-49.973726879654095
2021-05-03,Finance,Infrastructure,Central,119435,159188,Card,TXN107608,39753,33.284213170343705
2022-12-09,HR,Salaries,North,89278,146791,Cash,TXN107609,57513,64.42012589887767
2021-11-26,Finance,Infrastructure,West,108969,44035,UPI,TXN107610,-64934,-59.589424515229105
2023-09-18,HR,Training,South,139129,94424,Bank Transfer,TXN107611,-44705,-32.13205011176678
2021-11-19,Finance,Infrastructure,North,142304,37554,Bank Transfer,TXN107612,-104750,-73.61001798965596
2023-02-09,Sales,Travel,Central,87515,9222,Cash,TXN107613,-78293,-89.46237787807804
2022-03-09,IT,Marketing,North,34311,143712,UPI,TXN107614,109401,318.85109731572965
2022-12-11,IT,Training,West,107627,143986,Card,TXN107615,36359,33.7824151932136
2023-03-05,Operations,Travel,East,85489,124176,UPI,TXN107616,38687,45.25377533951737
2022-12-13,Finance,Marketing,West,40767,166809,Bank Transfer,TXN107617,126042,309.17653984840683
2022-06-23,Operations,Travel,West,98094,19086,UPI,TXN107618,-79008,-80.5431524863906
2022-08-24,Marketing,Utilities,South,71110,26195,Cash,TXN107619,-44915,-63.16270566727605
2021-09-14,Marketing,Salaries,East,30954,70391,UPI,TXN107620,39437,127.40518188279381
2023-05-21,Operations,Salaries,East,17424,144759,Cash,TXN107621,127335,730.8023415977962
2023-06-18,Finance,Salaries,East,81898,17964,UPI,TXN107622,-63934,-78.0653984224279
2023-03-20,IT,Utilities,Central,80074,54023,UPI,TXN107623,-26051,-32.533656367859734
2022-11-08,Finance,Training,North,16644,104846,Cash,TXN107624,88202,529.9327084835376
2021-09-28,Marketing,Training,Central,33778,144433,Cash,TXN107625,110655,327.5948842441826
2022-07-04,Sales,Utilities,East,41488,85051,Card,TXN107626,43563,105.00144620131123
2022-07-22,Operations,Salaries,South,145422,111268,Card,TXN107627,-34154,-23.48613002159233
2023-09-13,Operations,Salaries,West,141141,121685,UPI,TXN107628,-19456,-13.784796763520168
2021-12-25,Marketing,Marketing,West,17169,87626,Bank Transfer,TXN107629,70457,410.3733473120158
2023-03-09,Finance,Marketing,Central,139348,84505,Bank Transfer,TXN107630,-54843,-39.35686195711456
2023-06-06,Operations,Infrastructure,Central,130622,78727,Card,TXN107631,-51895,-39.72914210469906
2021-07-30,IT,Travel,South,142578,110920,Card,TXN107632,-31658,-22.20398658979646
2021-10-14,Operations,Marketing,West,40865,33484,UPI,TXN107633,-7381,-18.061911170928667
2023-01-13,Finance,Marketing,Central,109952,42754,Cash,TXN107634,-67198,-61.11575960419092
2023-11-13,Marketing,Marketing,North,45935,130502,Cash,TXN107635,84567,184.1014476978339
2021-10-23,IT,Marketing,Central,94468,167289,Cash,TXN107636,72821,77.08536223906508
2021-01-06,IT,Utilities,Central,15523,64091,Bank Transfer,TXN107637,48568,312.87766539972944
2022-07-04,Operations,Infrastructure,East,92139,139572,Bank Transfer,TXN107638,47433,51.479829388206944
2022-11-12,Finance,Marketing,North,63349,50782,Bank Transfer,TXN107639,-12567,-19.83772435239704
2023-03-06,Operations,Training,North,122293,53306,Bank Transfer,TXN107640,-68987,-56.41124185358115
2021-07-22,Sales,Travel,South,147989,101064,Cash,TXN107641,-46925,-31.708437789295154
2021-11-21,Marketing,Marketing,East,77585,156683,UPI,TXN107642,79098,101.95011922407681
2023-04-05,Sales,Utilities,North,128600,10055,UPI,TXN107643,-118545,-92.18118195956454
2021-09-01,IT,Training,East,51730,149141,Bank Transfer,TXN107644,97411,188.30659191958244
2021-11-23,Operations,Salaries,East,72273,73297,Bank Transfer,TXN107645,1024,1.4168499993081787
2023-09-14,Sales,Salaries,West,125427,69405,Cash,TXN107646,-56022,-44.665024277069534
2023-12-07,HR,Infrastructure,North,30679,51824,Cash,TXN107647,21145,68.92336777600313
2023-01-31,Sales,Salaries,West,106200,108874,UPI,TXN107648,2674,2.51789077212806
2023-11-03,Operations,Marketing,Central,30505,115892,Card,TXN107649,85387,279.91148991968527
2023-06-26,Operations,Utilities,Central,107218,104156,UPI,TXN107650,-3062,-2.8558637542203735
2021-12-31,Marketing,Infrastructure,West,23642,81012,UPI,TXN107651,57370,242.66136536672022
2021-03-14,Sales,Training,Central,131688,65037,UPI,TXN107652,-66651,-50.61281210133042
2023-12-06,Operations,Marketing,West,125197,29494,Cash,TXN107653,-95703,-76.44192752222497
2021-10-01,Operations,Salaries,South,93915,144795,Bank Transfer,TXN107654,50880,54.176649097588246
2021-07-27,Marketing,Travel,East,95021,116387,Cash,TXN107655,21366,22.48555582450195
2021-05-04,Marketing,Marketing,South,92842,156729,Bank Transfer,TXN107656,63887,68.81260636349927
2023-10-31,Marketing,Travel,North,118287,138465,Card,TXN107657,20178,17.058510233584418
2022-06-27,Marketing,Training,South,113731,113848,Card,TXN107658,117,0.10287432626108976
2021-03-01,HR,Travel,South,149284,83973,Card,TXN107659,-65311,-43.74949760188634
2023-06-18,IT,Training,Central,27448,77246,Bank Transfer,TXN107660,49798,181.42669775575635
2023-06-05,Operations,Infrastructure,West,97931,130916,UPI,TXN107661,32985,33.68187805699932
2023-02-21,Finance,Utilities,North,122113,43847,Bank Transfer,TXN107662,-78266,-64.09309410136514
2022-03-18,Marketing,Salaries,Central,28283,134688,Card,TXN107663,106405,376.21539440653396
2023-06-30,IT,Salaries,North,108294,124968,UPI,TXN107664,16674,15.396974901656602
2023-10-23,Marketing,Marketing,East,60118,98849,Card,TXN107665,38731,64.42496423700057
2023-04-12,IT,Salaries,West,130471,140490,Bank Transfer,TXN107666,10019,7.679101102927087
2023-10-05,Finance,Infrastructure,Central,35089,110851,UPI,TXN107667,75762,215.9138191456012
2022-09-18,Sales,Salaries,South,10040,67129,Bank Transfer,TXN107668,57089,568.6155378486056
2023-09-25,HR,Marketing,East,74172,87119,Bank Transfer,TXN107669,12947,17.455373995577848
2023-01-04,Operations,Salaries,South,51992,159024,Bank Transfer,TXN107670,107032,205.86244037544236
2021-04-01,Sales,Utilities,North,90894,119556,UPI,TXN107671,28662,31.53343455013532
2021-06-16,Finance,Training,East,59279,48345,Card,TXN107672,-10934,-18.44498051586565
2023-08-17,HR,Travel,Central,94498,62527,Card,TXN107673,-31971,-33.83246206268915
2021-07-26,HR,Travel,South,106195,127188,UPI,TXN107674,20993,19.768350675643863
2023-12-25,HR,Training,South,41363,121243,Cash,TXN107675,79880,193.1194545850156
2022-05-31,Finance,Travel,North,22812,144722,UPI,TXN107676,121910,534.4117131334385
2023-01-17,Marketing,Utilities,North,91912,9418,Cash,TXN107677,-82494,-89.75324223169989
2021-11-02,Marketing,Infrastructure,West,39428,73170,Bank Transfer,TXN107678,33742,85.57877650400731
2022-01-30,Marketing,Marketing,West,34321,33202,Card,TXN107679,-1119,-3.2603945106494567
2021-07-06,Sales,Utilities,North,19085,88985,Bank Transfer,TXN107680,69900,366.25622216400313
2022-09-15,Operations,Marketing,West,78342,54352,Cash,TXN107681,-23990,-30.622143933011664
2022-12-31,HR,Infrastructure,South,70157,118932,UPI,TXN107682,48775,69.522642074205
2021-08-28,HR,Utilities,North,105795,12307,Bank Transfer,TXN107683,-93488,-88.36712510043007
2022-06-17,Sales,Salaries,East,60939,67343,UPI,TXN107684,6404,10.508869525262968
2021-05-21,Marketing,Infrastructure,North,20440,92555,UPI,TXN107685,72115,352.81311154598825
2021-05-19,HR,Travel,Central,143251,75879,Cash,TXN107686,-67372,-47.030736260130816
2022-04-04,HR,Utilities,Central,111427,134039,UPI,TXN107687,22612,20.293106697658555
2021-03-11,Finance,Infrastructure,North,15665,66353,Cash,TXN107688,50688,323.5748483881264
2022-01-20,IT,Infrastructure,East,116517,137450,UPI,TXN107689,20933,17.965618750911887
2022-09-22,Sales,Utilities,North,13390,56069,UPI,TXN107690,42679,318.7378640776699
2021-07-17,Sales,Travel,East,18359,127696,UPI,TXN107691,109337,595.5498665504657
2021-07-24,Marketing,Training,South,84600,125906,Card,TXN107692,41306,48.825059101654844
2022-07-22,Sales,Travel,South,142853,30382,UPI,TXN107693,-112471,-78.73198322751361
2023-09-09,Marketing,Infrastructure,East,138566,112027,Bank Transfer,TXN107694,-26539,-19.152605978378535
2023-03-16,Finance,Marketing,West,35972,150076,Card,TXN107695,114104,317.2022684310019
2023-05-09,Finance,Training,South,100743,126428,Cash,TXN107696,25685,25.495567930278035
2023-06-01,Operations,Training,Central,110167,78512,UPI,TXN107697,-31655,-28.73364982254214
2023-09-01,Marketing,Infrastructure,North,66485,77574,Cash,TXN107698,11089,16.678950139129125
2022-10-02,Finance,Utilities,West,109025,128786,Bank Transfer,TXN107699,19761,18.125200642054576
2021-11-21,Marketing,Utilities,Central,140972,110138,Bank Transfer,TXN107700,-30834,-21.87242856737508
2022-03-18,Sales,Utilities,North,82778,116295,Bank Transfer,TXN107701,33517,40.49022687187417
2023-03-15,Operations,Travel,Central,87064,97607,Bank Transfer,TXN107702,10543,12.10948267940825
2021-10-15,IT,Salaries,West,59394,158340,UPI,TXN107703,98946,166.59258510960703
2021-08-14,HR,Utilities,East,82441,123412,Cash,TXN107704,40971,49.69735932363751
2023-12-24,HR,Utilities,North,80174,132292,Cash,TXN107705,52118,65.00611170703719
2023-08-25,Operations,Training,Central,112676,29232,Cash,TXN107706,-83444,-74.05658702829352
2023-07-27,Marketing,Marketing,Central,63797,88894,Card,TXN107707,25097,39.338840384344095
2022-07-14,Marketing,Marketing,West,67746,148818,Card,TXN107708,81072,119.67053405367108
2022-12-15,Marketing,Infrastructure,West,60605,134829,UPI,TXN107709,74224,122.47174325550698
2022-05-13,IT,Infrastructure,West,66060,168142,Card,TXN107710,102082,154.5292158643657
2023-04-29,HR,Infrastructure,East,57141,146169,Bank Transfer,TXN107711,89028,155.80406363206805
2023-07-15,Operations,Utilities,South,120909,163951,UPI,TXN107712,43042,35.598673382461186
2021-03-01,Marketing,Marketing,Central,13501,38408,UPI,TXN107713,24907,184.48263091622843
2021-09-14,Finance,Infrastructure,East,76722,98215,UPI,TXN107714,21493,28.01412893303094
2022-07-31,Sales,Marketing,Central,109685,146570,Cash,TXN107715,36885,33.62811688015681
2021-08-27,IT,Utilities,East,57018,131243,Card,TXN107716,74225,130.178189343716
2021-02-07,Marketing,Training,North,74127,136081,Bank Transfer,TXN107717,61954,83.57818338796929
2021-01-25,HR,Utilities,South,69198,94582,UPI,TXN107718,25384,36.683141131246565
2022-02-14,Sales,Infrastructure,Central,22225,125535,Bank Transfer,TXN107719,103310,464.8368953880765
2022-04-06,Operations,Utilities,West,142824,144939,UPI,TXN107720,2115,1.4808435557049235
2023-09-15,Marketing,Utilities,South,136889,20140,Bank Transfer,TXN107721,-116749,-85.28734960442402
2021-12-23,HR,Marketing,Central,97191,66452,Cash,TXN107722,-30739,-31.627414060972725
2022-01-18,Sales,Salaries,North,108841,13338,Bank Transfer,TXN107723,-95503,-87.74542681526263
2022-07-23,Finance,Travel,Central,66734,84143,Card,TXN107724,17409,26.08715197650373
2023-12-08,IT,Infrastructure,Central,28774,157353,Bank Transfer,TXN107725,128579,446.8582748314451
2022-03-09,Operations,Salaries,Central,124049,25098,UPI,TXN107726,-98951,-79.76767245201492
2021-02-25,HR,Training,South,84918,152625,UPI,TXN107727,67707,79.7322122518194
2022-07-31,Finance,Infrastructure,Central,112240,105441,Cash,TXN107728,-6799,-6.057555238774055
2021-09-25,IT,Salaries,West,93415,25586,Cash,TXN107729,-67829,-72.61039447626185
2021-03-10,IT,Utilities,East,48984,144841,UPI,TXN107730,95857,195.69042952800913
2023-06-21,Finance,Infrastructure,West,30907,54585,UPI,TXN107731,23678,76.61047659106352
2023-03-04,HR,Salaries,North,13370,70063,Bank Transfer,TXN107732,56693,424.0314136125654
2021-09-14,IT,Travel,South,146898,159435,UPI,TXN107733,12537,8.534493321896825
2022-11-03,Operations,Utilities,East,63227,121026,Cash,TXN107734,57799,91.41506002182612
2022-05-05,Sales,Infrastructure,South,14695,79780,Cash,TXN107735,65085,442.9057502551888
2023-01-16,Operations,Training,South,42864,83047,Card,TXN107736,40183,93.74533407988055
2021-02-18,Marketing,Training,Central,88301,47920,Card,TXN107737,-40381,-45.7310789232285
2021-11-12,IT,Infrastructure,West,138677,92160,UPI,TXN107738,-46517,-33.54341383214231
2022-02-17,Sales,Salaries,East,71930,35342,Bank Transfer,TXN107739,-36588,-50.866119838732104
2022-03-10,Finance,Infrastructure,Central,68663,117783,UPI,TXN107740,49120,71.53780056216594
2023-10-23,Sales,Utilities,East,63653,41742,Cash,TXN107741,-21911,-34.422572384648014
2022-02-24,Sales,Marketing,West,94414,36714,Cash,TXN107742,-57700,-61.11381786599445
2023-04-24,Sales,Training,Central,14043,76094,Cash,TXN107743,62051,441.8642740155238
2023-07-05,IT,Salaries,East,23586,18701,UPI,TXN107744,-4885,-20.7114389892309
2022-03-10,Marketing,Travel,Central,42630,100445,UPI,TXN107745,57815,135.62045507858315
2022-10-05,Marketing,Infrastructure,South,57530,74856,Card,TXN107746,17326,30.116460976881626
